ExtractedChemical_id,lower_wf_analysis,central_wf_analysis,upper_wf_analysis
1444513,0.001,,0.01
1444483,0.05,,0.1
1444472,0.05,,0.1
1444457,0.05,,0.1
1444450,0.05,,0.1
1444435,0.01,,0.05
1444429,0.01,,0.05
1444422,0.01,,0.05
1444416,0.001,,0.01
1444409,0.01,,0.05
1444404,0.01,,0.05
1444393,0.01,,0.05
1444384,0.005,,0.015
1444371,0.005,,0.015
1444352,0.05,,0.1
1444342,0.01,,0.05
1444325,0.001,,0.01
1444321,0.001,,0.01
1444316,0.01,,0.05
1444309,0.001,,0.01
1444300,0.01,,0.05
1444291,0.01,,0.05
1444286,0.005,,0.015
1444279,0.001,,0.01
1444264,0.001,,0.01
1444239,0.001,,0.01
1444228,0.01,,0.05
1444222,0.01,,0.05
1444202,0.01,,0.05
1444196,0.005,,0.015
1444186,0.0,,0.05
1444181,0.01,,0.05
1444171,0.001,,0.01
1444161,0.01,,0.05
1444145,0.01,,0.05
1444136,0.01,,0.05
1444124,0.01,,0.05
1444118,0.01,,0.05
1444114,0.001,,0.01
1444105,0.01,,0.05
1444096,0.01,,0.05
1444089,0.01,,0.05
1444083,0.01,,0.05
1444072,0.01,,0.05
1444064,0.001,,0.01
1444059,0.01,,0.05
1444046,0.001,,0.01
1444027,0.01,,0.05
1444019,0.01,,0.05
1444013,0.001,,0.01
1443997,0.001,,0.01
1443973,0.01,,0.05
1443968,0.01,,0.05
1443962,0.001,,0.01
1443958,0.01,,0.05
1443954,0.01,,0.05
1443947,0.001,,0.01
1443935,0.01,,0.05
1443922,0.001,,0.01
1443905,0.1,,0.15
1443899,0.001,,0.01
1443891,0.05,,0.1
1443863,0.05,,0.1
1443852,0.01,,0.05
1443838,0.001,,0.01
1443829,0.01,,0.05
1443819,0.01,,0.05
1443809,0.01,,0.05
1443801,0.001,,0.01
1443794,0.05,,0.1
1443788,0.001,,0.01
1443783,0.01,,0.05
1443772,0.001,,0.01
1443766,0.01,,0.05
1443757,0.005,,0.015
1443753,0.001,,0.01
1443748,0.01,,0.05
1443739,0.001,,0.01
1443733,0.001,,0.01
1443719,0.01,,0.05
1443708,0.001,,0.01
1443700,0.05,,0.1
1443694,0.005,,0.015
1443683,0.05,,0.1
1443660,0.001,,0.01
1443650,0.001,,0.01
1443630,0.001,,0.01
1443612,0.0001,,0.0006
1443605,0.05,,0.1
1443594,0.001,,0.01
1443575,0.01,,0.05
1443571,0.005,,0.015
1443567,0.001,,0.01
1443563,0.01,,0.05
1443534,0.05,,0.1
1443522,0.01,,0.05
1443518,0.01,,0.05
1443512,0.001,,0.01
1443495,0.01,,0.05
1443488,0.01,,0.05
1443482,0.01,,0.05
1443476,0.001,,0.01
1443470,0.05,,0.1
1443458,0.01,,0.05
1443436,0.05,,0.1
1443422,0.01,,0.05
1443407,0.01,,0.05
1443400,0.01,,0.05
1443391,0.001,,0.01
1443383,0.001,,0.01
1443359,0.05,,0.1
1443346,0.001,,0.01
1443342,0.001,,0.01
1443337,0.001,,0.01
1443326,0.001,,0.01
1443317,0.005,,0.015
1443313,0.001,,0.01
1443289,0.01,,0.05
1443285,0.01,,0.05
1443270,0.001,,0.01
1443265,0.005,,0.015
1443256,0.01,,0.05
1443245,0.001,,0.01
1443235,0.005,,0.015
1443224,0.05,,0.1
1443216,0.01,,0.05
1443212,0.01,,0.05
1443205,0.001,,0.01
1443198,0.005,,0.015
1443194,0.001,,0.01
1443181,0.005,,0.015
1443173,0.005,,0.015
1443164,0.01,,0.05
1443159,0.01,,0.05
1443153,0.001,,0.01
1443144,0.01,,0.05
1443136,0.05,,0.1
1443129,0.001,,0.01
1443119,0.01,,0.05
1443112,0.001,,0.01
1443099,0.01,,0.05
1443093,0.001,,0.01
1443083,0.001,,0.01
1443066,0.05,,0.1
1443050,0.001,,0.01
1443041,0.001,,0.01
1443037,0.01,,0.05
1443031,0.01,,0.05
1443025,0.001,,0.01
1443018,0.005,,0.015
1443009,0.001,,0.01
1442986,0.01,,0.05
1442973,0.01,,0.05
1442963,0.001,,0.01
1442948,0.001,,0.01
1442926,0.05,,0.1
1442914,0.01,,0.05
1442904,0.01,,0.05
1442897,0.001,,0.01
1442866,0.01,,0.05
1442854,0.001,,0.01
1442839,0.001,,0.01
1442831,0.001,,0.01
1442820,0.05,,0.1
1442811,0.01,,0.05
1442801,0.001,,0.01
1442787,0.05,,0.1
1442780,0.01,,0.05
1442772,0.01,,0.05
1442754,0.001,,0.01
1442749,0.001,,0.01
1442744,0.00243,,0.00243
1442740,0.005,,0.015
1442727,0.01,,0.05
1442712,0.01,,0.05
1442708,0.001,,0.01
1442701,0.001,,0.01
1442693,0.01,,0.05
1442688,0.05,,0.1
1442684,0.001,,0.01
1442679,0.01,,0.05
1442668,0.01,,0.05
1442657,0.001,,0.01
1442651,0.001,,0.01
1442642,0.001,,0.01
1442629,0.005,,0.015
1442624,0.01,,0.05
1442617,0.001,,0.01
1442607,0.01,,0.05
1442601,0.01,,0.05
1442594,0.005,,0.015
1442579,0.001,,0.01
1442572,0.01,,0.05
1442548,0.05,,0.1
1442533,0.01,,0.05
1442521,0.01,,0.05
1442514,0.01,,0.05
1442496,0.05,,0.1
1442491,0.001,,0.01
1442480,0.01,,0.05
1442475,0.01,,0.05
1442469,0.01,,0.05
1442457,0.01,,0.05
1442449,0.001,,0.01
1442444,0.01,,0.05
1442432,0.01,,0.05
1442426,0.01,,0.05
1442415,0.01,,0.05
1442405,0.05,,0.1
1442399,0.05,,0.1
1442377,0.05,,0.1
1442372,0.01,,0.05
1442360,0.01,,0.05
1442349,0.01,,0.05
1442340,0.001,,0.01
1442335,0.001,,0.01
1442324,0.05,,0.1
1442307,0.05,,0.1
1442300,0.01,,0.05
1442289,0.01,,0.05
1442278,0.01,,0.05
1442269,0.01,,0.05
1442262,0.01,,0.05
1442255,0.01,,0.05
1442244,0.01,,0.05
1442231,0.01,,0.05
1442211,0.01,,0.05
1442203,0.01,,0.05
1442198,0.01,,0.05
1442192,0.05,,0.1
1442177,0.01,,0.05
1442171,0.001,,0.01
1442152,0.05,,0.1
1442145,0.01,,0.05
1442139,0.01,,0.05
1442127,0.01,,0.05
1442123,0.001,,0.01
1442111,0.01,,0.05
1442105,0.01,,0.05
1457830,0.01,,0.05
1442087,0.01,,0.05
1442081,0.01,,0.05
1442076,0.01,,0.05
1442066,0.001,,0.01
1442055,0.05,,0.1
1442047,0.01,,0.05
1442041,0.01,,0.05
1442015,0.05,,0.1
1442010,0.01,,0.05
1441998,0.01,,0.05
1441993,0.001,,0.01
1441979,0.001,,0.01
1441968,0.01,,0.05
1441956,0.01,,0.05
1441943,0.005,,0.015
1441938,0.01,,0.05
1441908,0.01,,0.05
1441903,0.001,,0.01
1441899,0.01,,0.05
1441891,0.01,,0.05
1441880,0.01,,0.05
1441866,0.001,,0.01
1441862,0.01,,0.05
1441852,0.01,,0.05
1441828,0.01,,0.05
1441820,0.01,,0.05
1441814,0.005,,0.015
1441809,0.001,,0.01
1441785,0.05,,0.1
1441779,0.001,,0.01
1441773,0.05,,0.1
1441763,0.001,,0.01
1441759,0.01,,0.05
1441732,0.05,,0.1
1441720,0.001,,0.01
1441714,0.005,,0.015
1441709,0.01,,0.05
1441694,0.001,,0.01
1441686,0.001,,0.01
1441677,0.01,,0.05
1441671,0.001,,0.01
1441656,0.001,,0.01
1441647,0.05,,0.1
1441640,0.01,,0.05
1441635,0.001,,0.01
1441630,0.001,,0.01
1441612,0.01,,0.05
1441597,0.01,,0.05
1441591,0.01,,0.05
1441581,0.05,,0.1
1441575,0.001,,0.01
1441567,0.001,,0.01
1441561,0.001,,0.01
1441554,0.001,,0.01
1441547,0.01,,0.05
1441536,0.001,,0.01
1441528,0.05,,0.1
1441522,0.01,,0.05
1441511,0.01,,0.05
1441507,0.001,,0.01
1441500,0.01,,0.05
1441489,0.001,,0.01
1441480,0.05,,0.1
1441475,0.001,,0.01
1441470,0.001,,0.01
1441453,0.01,,0.05
1441447,0.005,,0.015
1441437,0.01,,0.05
1441430,0.001,,0.01
1441414,0.01,,0.05
1441410,0.001,,0.01
1441403,0.01,,0.05
1441393,0.01,,0.05
1441387,0.001,,0.01
1441379,0.01,,0.05
1441365,0.01,,0.05
1441344,0.01,,0.05
1441337,0.1,,0.15
1441328,0.01,,0.05
1441316,0.001,,0.01
1441310,0.05,,0.1
1441301,0.001,,0.01
1441284,0.05,,0.1
1441270,0.01,,0.05
1441260,0.01,,0.05
1441243,0.001,,0.01
1441231,0.01,,0.05
1441221,0.001,,0.01
1441202,0.01,,0.05
1441189,0.01,,0.05
1441177,0.01,,0.05
1441162,0.01,,0.05
1441155,0.001,,0.01
1441144,0.01,,0.05
1441132,0.01,,0.05
1441128,0.001,,0.01
1441117,0.001,,0.01
1441111,0.001,,0.01
1441099,0.01,,0.05
1441086,0.01,,0.05
1441069,0.01,,0.05
1441052,0.01,,0.05
1441041,0.01,,0.05
1441034,0.001,,0.01
1441020,0.01,,0.05
1441005,0.05,,0.1
1440995,0.01,,0.05
1440982,0.01,,0.05
1440965,0.05,,0.1
1440961,0.001,,0.01
1440952,0.001,,0.01
1440939,0.01,,0.05
1440927,0.01,,0.05
1440913,0.01,,0.05
1440900,0.01,,0.05
1440888,0.01,,0.05
1440879,0.01,,0.05
1440864,0.01,,0.05
1440860,0.01,,0.05
1440847,0.01,,0.05
1440833,0.01,,0.05
1440818,0.01,,0.05
1440806,0.001,,0.01
1440802,0.001,,0.01
1440787,0.01,,0.05
1440776,0.01,,0.05
1440772,0.01,,0.05
1440759,0.01,,0.05
1440753,0.01,,0.05
1440743,0.05,,0.1
1440730,0.01,,0.05
1440718,0.01,,0.05
1440708,0.005,,0.015
1446671,0.001,,0.01
1446640,0.01,,0.05
1446629,0.01,,0.05
1446607,0.01,,0.05
1446590,0.01,,0.05
1446575,0.001,,0.01
1446566,0.01,,0.05
1446503,0.01,,0.05
1446496,0.005,,0.015
1446477,0.005,,0.015
1446469,0.001,,0.01
1446450,0.01,,0.05
1446440,0.001,,0.01
1446428,0.01,,0.05
1446398,0.005,,0.015
1446386,0.01,,0.05
1446373,0.001,,0.01
1446363,0.001,,0.01
1446348,0.01,,0.05
1446318,0.005,,0.015
1446309,0.001,,0.01
1446303,0.001,,0.01
1446289,0.01,,0.05
1446272,0.001,,0.01
1446267,0.001,,0.01
1446249,0.01,,0.05
1446236,0.01,,0.05
1446206,0.01,,0.05
1446199,0.01,,0.05
1446182,0.01,,0.05
1446167,0.01,,0.05
1446158,0.001,,0.01
1446151,0.01,,0.05
1446142,0.01,,0.05
1446125,0.01,,0.05
1446119,0.001,,0.01
1446114,0.001,,0.01
1446083,0.001,,0.01
1446074,0.001,,0.01
1446057,0.001,,0.01
1446042,0.01,,0.05
1446030,0.01,,0.05
1446008,0.001,,0.01
1445992,0.01,,0.05
1445978,0.001,,0.01
1445961,0.05,,0.1
1445953,0.01,,0.05
1445943,0.001,,0.01
1445936,0.001,,0.01
1445923,0.001,,0.01
1445904,0.001,,0.01
1445877,0.005,,0.015
1445863,0.001,,0.01
1445857,0.005,,0.015
1445850,0.01,,0.05
1445843,0.001,,0.01
1445814,0.05,,0.1
1445787,0.01,,0.05
1445780,0.001,,0.01
1445766,0.01,,0.05
1445760,0.005,,0.015
1445739,0.001,,0.01
1445727,0.01,,0.05
1445713,0.15,,0.25
1445707,0.001,,0.01
1445679,0.001,,0.01
1445672,0.005,,0.015
1445657,0.001,,0.01
1445643,0.005,,0.015
1445614,0.001,,0.01
1445607,0.01,,0.05
1445596,0.005,,0.015
1445583,0.001,,0.01
1445571,0.01,,0.05
1445537,0.01,,0.05
1445520,0.01,,0.05
1445510,0.01,,0.05
1445492,0.01,,0.05
1445484,0.005,,0.015
1445454,0.001,,0.01
1445443,0.01,,0.05
1445431,0.01,,0.05
1445415,0.005,,0.015
1445408,0.001,,0.01
1445401,0.001,,0.01
1445388,0.001,,0.01
1445375,0.01,,0.05
1445362,0.01,,0.05
1445348,0.01,,0.05
1445337,0.001,,0.01
1445332,0.001,,0.01
1445299,0.01,,0.05
1445266,0.01,,0.05
1445259,0.01,,0.05
1445254,0.005,,0.015
1445248,0.001,,0.01
1445239,0.01,,0.05
1445223,0.01,,0.05
1445217,0.001,,0.01
1445208,0.01,,0.05
1445202,0.001,,0.01
1445191,0.01,,0.05
1445185,0.001,,0.01
1445159,0.01,,0.05
1445153,0.001,,0.01
1445136,0.001,,0.01
1445123,0.01,,0.05
1445105,0.01,,0.05
1445100,0.01,,0.05
1445082,0.001,,0.01
1445066,0.01,,0.05
1445058,0.01,,0.05
1445037,0.01,,0.05
1445028,0.01,,0.05
1445020,0.01,,0.05
1444998,0.001,,0.01
1444990,0.01,,0.05
1444982,0.01,,0.05
1444972,0.001,,0.01
1444961,0.001,,0.01
1444954,0.01,,0.05
1444936,0.01,,0.05
1444925,0.01,,0.05
1444917,0.01,,0.05
1444911,0.01,,0.05
1444892,0.01,,0.05
1444882,0.001,,0.01
1444875,0.01,,0.05
1444856,0.01,,0.05
1444842,0.01,,0.05
1444829,0.01,,0.05
1444824,0.001,,0.01
1444812,0.01,,0.05
1444806,0.005,,0.015
1444788,0.05,,0.1
1444781,0.005,,0.015
1444770,0.01,,0.05
1444757,0.01,,0.05
1444748,0.01,,0.05
1444740,0.001,,0.01
1444715,0.01,,0.05
1444710,0.001,,0.01
1444702,0.01,,0.05
1444691,0.01,,0.05
1444682,0.001,,0.01
1444669,0.01,,0.05
1444656,0.005,,0.015
1444651,0.01,,0.05
1444644,0.001,,0.01
1444622,0.01,,0.05
1444606,0.01,,0.05
1444600,0.01,,0.05
1444587,0.01,,0.05
1444573,0.01,,0.05
1444558,0.001,,0.01
1444542,0.01,,0.05
1444534,0.001,,0.01
1444518,0.001,,0.01
1444484,0.01,,0.05
1444451,0.01,,0.05
1444430,0.001,,0.01
1444417,0.001,,0.01
1444405,0.001,,0.01
1444394,0.01,,0.05
1444385,0.001,,0.01
1444372,0.001,,0.01
1444353,0.01,,0.05
1444326,0.001,,0.01
1444310,0.001,,0.01
1444301,0.01,,0.05
1444292,0.001,,0.01
1444280,0.001,,0.01
1444265,0.001,,0.01
1444240,0.001,,0.01
1444229,0.001,,0.01
1444223,0.01,,0.05
1444203,0.005,,0.015
1444197,0.001,,0.01
1444187,0.01,,0.05
1444182,0.001,,0.01
1444172,0.001,,0.01
1444162,0.01,,0.05
1444146,0.01,,0.05
1444137,0.005,,0.015
1444125,0.005,,0.015
1444119,0.01,,0.05
1444106,0.01,,0.05
1444097,0.01,,0.05
1444090,0.001,,0.01
1444084,0.005,,0.015
1444073,0.01,,0.05
1444065,0.001,,0.01
1444047,0.001,,0.01
1444028,0.01,,0.05
1444020,0.01,,0.05
1444014,0.001,,0.01
1443998,0.001,,0.01
1443974,0.01,,0.05
1443963,0.001,,0.01
1443948,0.001,,0.01
1443936,0.01,,0.05
1443923,0.001,,0.01
1443906,0.01,,0.05
1443892,0.05,,0.1
1443864,0.01,,0.05
1443853,0.001,,0.01
1443839,0.001,,0.01
1443830,0.01,,0.05
1443820,0.001,,0.01
1443810,0.01,,0.05
1443802,0.001,,0.01
1443789,0.001,,0.01
1443784,0.005,,0.015
1443773,0.001,,0.01
1443749,0.001,,0.01
1443740,0.001,,0.01
1443734,0.001,,0.01
1443720,0.01,,0.05
1443701,0.001,,0.01
1443695,0.001,,0.01
1443684,0.05,,0.1
1443661,0.001,,0.01
1443595,0.001,,0.01
1443576,0.01,,0.05
1443535,0.05,,0.1
1443523,0.01,,0.05
1443513,0.001,,0.01
1443496,0.005,,0.015
1443489,0.01,,0.05
1443483,0.01,,0.05
1443477,0.001,,0.01
1443471,0.01,,0.05
1443459,0.01,,0.05
1443437,0.01,,0.05
1443423,0.005,,0.015
1443408,0.01,,0.05
1443401,0.01,,0.05
1443392,0.001,,0.01
1443384,0.001,,0.01
1443360,0.05,,0.1
1443338,0.001,,0.01
1443327,0.001,,0.01
1443318,0.005,,0.015
1443290,0.01,,0.05
1443271,0.001,,0.01
1443266,0.005,,0.015
1443257,0.01,,0.05
1443246,0.001,,0.01
1443236,0.005,,0.015
1443225,0.01,,0.05
1443217,0.005,,0.015
1443206,0.001,,0.01
1443199,0.001,,0.01
1443182,0.001,,0.01
1443174,0.005,,0.015
1443165,0.001,,0.01
1443160,0.001,,0.01
1443154,0.001,,0.01
1443145,0.001,,0.01
1443120,0.01,,0.05
1443100,0.001,,0.01
1443094,0.001,,0.01
1443067,0.01,,0.05
1443051,0.001,,0.01
1443042,0.001,,0.01
1443032,0.005,,0.015
1443026,0.001,,0.01
1443019,0.005,,0.015
1443010,0.001,,0.01
1442987,0.01,,0.05
1442974,0.005,,0.015
1442964,0.001,,0.01
1442949,0.001,,0.01
1442927,0.01,,0.05
1442915,0.01,,0.05
1442905,0.005,,0.015
1442898,0.001,,0.01
1442867,0.01,,0.05
1442840,0.001,,0.01
1442832,0.001,,0.01
1442821,0.01,,0.05
1442812,0.01,,0.05
1442802,0.001,,0.01
1442788,0.05,,0.1
1442781,0.005,,0.015
1442773,0.01,,0.05
1442755,0.001,,0.01
1442745,9.4e-05,,9.4e-05
1442728,0.005,,0.015
1442713,0.01,,0.05
1442702,0.001,,0.01
1442694,0.01,,0.05
1442689,0.001,,0.01
1442680,0.01,,0.05
1442669,0.005,,0.015
1442658,0.001,,0.01
1442652,0.001,,0.01
1442643,0.001,,0.01
1442630,0.005,,0.015
1442625,0.01,,0.05
1442608,0.005,,0.015
1442602,0.005,,0.015
1442580,0.001,,0.01
1442573,0.005,,0.015
1442549,0.01,,0.05
1442534,0.01,,0.05
1442522,0.01,,0.05
1442497,0.01,,0.05
1442492,0.001,,0.01
1442481,0.005,,0.015
1442476,0.01,,0.05
1442470,0.01,,0.05
1442458,0.001,,0.01
1442450,0.001,,0.01
1442445,0.001,,0.01
1442433,0.01,,0.05
1442427,0.01,,0.05
1442416,0.01,,0.05
1442406,0.001,,0.01
1442400,0.01,,0.05
1442378,0.01,,0.05
1442373,0.001,,0.01
1442361,0.01,,0.05
1442350,0.005,,0.015
1442341,0.001,,0.01
1442325,0.05,,0.1
1442308,0.05,,0.1
1442301,0.01,,0.05
1442290,0.01,,0.05
1442279,0.01,,0.05
1442270,0.01,,0.05
1442263,0.005,,0.015
1442256,0.01,,0.05
1442245,0.01,,0.05
1442232,0.01,,0.05
1442212,0.01,,0.05
1442204,0.01,,0.05
1442199,0.005,,0.015
1442178,0.01,,0.05
1442172,0.001,,0.01
1442153,0.01,,0.05
1442146,0.001,,0.01
1442140,0.01,,0.05
1442128,0.001,,0.01
1442112,0.01,,0.05
1457831,0.01,,0.05
1442088,0.01,,0.05
1442082,0.01,,0.05
1442077,0.005,,0.015
1442067,0.001,,0.01
1442056,0.05,,0.1
1442048,0.01,,0.05
1442042,0.01,,0.05
1442016,0.05,,0.1
1441999,0.01,,0.05
1441994,0.001,,0.01
1441957,0.01,,0.05
1441944,0.001,,0.01
1441939,0.005,,0.015
1441909,0.01,,0.05
1441881,0.01,,0.05
1441853,0.01,,0.05
1441829,0.01,,0.05
1441821,0.001,,0.01
1441815,0.001,,0.01
1441786,0.01,,0.05
1441780,0.001,,0.01
1441774,0.05,,0.1
1441764,0.001,,0.01
1441733,0.01,,0.05
1441721,0.001,,0.01
1441710,0.01,,0.05
1441695,0.001,,0.01
1441687,0.001,,0.01
1441672,0.001,,0.01
1441657,0.001,,0.01
1441648,0.01,,0.05
1441641,0.01,,0.05
1441613,0.01,,0.05
1441598,0.01,,0.05
1441592,0.005,,0.015
1441582,0.05,,0.1
1441576,0.001,,0.01
1441568,0.001,,0.01
1441562,0.001,,0.01
1441548,0.01,,0.05
1441537,0.001,,0.01
1441529,0.001,,0.01
1441523,0.005,,0.015
1441512,0.01,,0.05
1441490,0.001,,0.01
1441481,0.01,,0.05
1441476,0.001,,0.01
1441471,0.001,,0.01
1441454,0.01,,0.05
1441438,0.01,,0.05
1441431,0.001,,0.01
1441415,0.01,,0.05
1441404,0.001,,0.01
1441394,0.01,,0.05
1441388,0.00243,,0.00243
1441380,0.01,,0.05
1441366,0.01,,0.05
1441345,0.01,,0.05
1441338,0.05,,0.1
1441329,0.01,,0.05
1441285,0.01,,0.05
1441271,0.01,,0.05
1441261,0.01,,0.05
1441244,0.001,,0.01
1441232,0.01,,0.05
1441222,0.001,,0.01
1441203,0.01,,0.05
1441190,0.01,,0.05
1441178,0.01,,0.05
1441163,0.01,,0.05
1441156,0.001,,0.01
1441145,0.01,,0.05
1441133,0.01,,0.05
1441118,0.001,,0.01
1441112,0.001,,0.01
1441100,0.01,,0.05
1441087,0.01,,0.05
1441070,0.01,,0.05
1441053,0.01,,0.05
1441042,0.01,,0.05
1441021,0.01,,0.05
1441006,0.01,,0.05
1440996,0.001,,0.01
1440983,0.01,,0.05
1440966,0.05,,0.1
1440953,0.001,,0.01
1440940,0.01,,0.05
1440928,0.01,,0.05
1440914,0.01,,0.05
1440901,0.01,,0.05
1440889,0.01,,0.05
1440880,0.01,,0.05
1440865,0.01,,0.05
1440848,0.01,,0.05
1440834,0.01,,0.05
1440819,0.01,,0.05
1440807,0.001,,0.01
1440788,0.01,,0.05
1440777,0.01,,0.05
1440760,0.01,,0.05
1440754,0.01,,0.05
1440744,0.01,,0.05
1440731,0.01,,0.05
1440719,0.01,,0.05
1440709,0.001,,0.01
1446672,0.001,,0.01
1446641,0.01,,0.05
1446630,0.01,,0.05
1446608,0.01,,0.05
1446591,0.01,,0.05
1446576,0.001,,0.01
1446567,0.001,,0.01
1446504,0.01,,0.05
1446478,0.005,,0.015
1446470,0.001,,0.01
1446451,0.01,,0.05
1446429,0.01,,0.05
1446399,0.005,,0.015
1446387,0.001,,0.01
1446374,0.001,,0.01
1446364,0.001,,0.01
1446349,0.01,,0.05
1446319,0.005,,0.015
1446290,0.01,,0.05
1446273,0.001,,0.01
1446250,0.01,,0.05
1446237,0.01,,0.05
1446207,0.01,,0.05
1446200,0.001,,0.01
1446183,0.01,,0.05
1446168,0.01,,0.05
1446159,0.001,,0.01
1446152,0.01,,0.05
1446143,0.01,,0.05
1446126,0.01,,0.05
1446120,0.001,,0.01
1446084,0.001,,0.01
1446075,0.001,,0.01
1446058,0.001,,0.01
1446043,0.005,,0.015
1446031,0.001,,0.01
1446009,0.001,,0.01
1445993,0.01,,0.05
1445979,0.001,,0.01
1445962,0.01,,0.05
1445937,0.001,,0.01
1445924,0.001,,0.01
1445905,0.001,,0.01
1445878,0.001,,0.01
1445851,0.01,,0.05
1445844,0.001,,0.01
1445815,0.01,,0.05
1445788,0.01,,0.05
1445767,0.01,,0.05
1445761,0.001,,0.01
1445740,0.001,,0.01
1445728,0.01,,0.05
1445714,0.2,,0.4
1445708,0.00243,,0.00243
1445658,0.001,,0.01
1445644,0.001,,0.01
1445615,0.001,,0.01
1445608,0.005,,0.015
1445584,0.001,,0.01
1445572,0.01,,0.05
1445538,0.005,,0.015
1445521,0.01,,0.05
1445511,0.01,,0.05
1445455,0.001,,0.01
1445444,0.01,,0.05
1445432,0.01,,0.05
1445416,0.005,,0.015
1445402,0.001,,0.01
1445389,0.001,,0.01
1445376,0.01,,0.05
1445363,0.01,,0.05
1445349,0.01,,0.05
1445338,0.001,,0.01
1445300,0.01,,0.05
1445267,0.01,,0.05
1445260,0.005,,0.015
1445240,0.001,,0.01
1445224,0.01,,0.05
1445209,0.01,,0.05
1445203,0.001,,0.01
1445192,0.01,,0.05
1445186,0.001,,0.01
1445160,0.01,,0.05
1445154,0.001,,0.01
1445137,0.001,,0.01
1445124,0.01,,0.05
1445106,0.01,,0.05
1445083,0.001,,0.01
1445067,0.01,,0.05
1445059,0.01,,0.05
1445038,0.01,,0.05
1445029,0.01,,0.05
1445021,0.01,,0.05
1444999,0.001,,0.01
1444991,0.01,,0.05
1444983,0.01,,0.05
1444955,0.005,,0.015
1444937,0.01,,0.05
1444926,0.001,,0.01
1444918,0.01,,0.05
1444912,0.01,,0.05
1444893,0.005,,0.015
1444883,0.001,,0.01
1444876,0.01,,0.05
1444857,0.01,,0.05
1444843,0.01,,0.05
1444830,0.01,,0.05
1444813,0.01,,0.05
1444807,0.001,,0.01
1444789,0.05,,0.1
1444771,0.01,,0.05
1444758,0.01,,0.05
1444749,0.005,,0.015
1444741,0.001,,0.01
1444716,0.01,,0.05
1444703,0.01,,0.05
1444692,0.01,,0.05
1444670,0.01,,0.05
1444657,0.001,,0.01
1444645,0.001,,0.01
1444623,0.01,,0.05
1444607,0.01,,0.05
1444601,0.01,,0.05
1444588,0.01,,0.05
1444574,0.01,,0.05
1444543,0.01,,0.05
1444535,0.00243,,0.00243
1444519,0.001,,0.01
1444485,0.01,,0.05
1444452,0.01,,0.05
1444431,0.001,,0.01
1444418,0.001,,0.01
1444395,0.005,,0.015
1444354,0.01,,0.05
1444327,0.001,,0.01
1444311,0.001,,0.01
1444302,0.01,,0.05
1444293,0.001,,0.01
1444281,0.001,,0.01
1444266,0.001,,0.01
1444241,0.001,,0.01
1444224,0.001,,0.01
1444204,0.001,,0.01
1444188,0.0,,0.015
1444173,0.001,,0.01
1444163,0.001,,0.01
1444147,0.01,,0.05
1444126,0.001,,0.01
1444098,0.001,,0.01
1444085,0.001,,0.01
1444066,0.001,,0.01
1444048,0.001,,0.01
1444029,0.01,,0.05
1444021,0.01,,0.05
1444015,0.001,,0.01
1443999,0.001,,0.01
1443975,0.01,,0.05
1443964,0.001,,0.01
1443937,0.005,,0.015
1443924,0.001,,0.01
1443907,0.01,,0.05
1443893,0.01,,0.05
1443865,0.01,,0.05
1443854,0.001,,0.01
1443840,0.001,,0.01
1443831,0.005,,0.015
1443821,0.001,,0.01
1443803,0.001,,0.01
1443790,0.001,,0.01
1443774,0.001,,0.01
1443741,0.001,,0.01
1443721,0.01,,0.05
1443702,0.001,,0.01
1443696,0.001,,0.01
1443685,0.01,,0.05
1443596,0.001,,0.01
1443577,0.01,,0.05
1443536,0.05,,0.1
1443524,0.01,,0.05
1443514,0.001,,0.01
1443497,0.001,,0.01
1443490,0.001,,0.01
1443484,0.005,,0.015
1443478,0.001,,0.01
1443460,0.01,,0.05
1443438,0.01,,0.05
1443424,0.001,,0.01
1443409,0.01,,0.05
1443402,0.01,,0.05
1443393,0.001,,0.01
1443361,0.05,,0.1
1443328,0.001,,0.01
1443319,0.005,,0.015
1443291,0.01,,0.05
1443272,0.001,,0.01
1443258,0.001,,0.01
1443247,0.001,,0.01
1443237,0.001,,0.01
1443226,0.01,,0.05
1443218,0.001,,0.01
1443207,0.001,,0.01
1443146,0.001,,0.01
1443121,0.005,,0.015
1443101,0.001,,0.01
1443095,0.001,,0.01
1443068,0.01,,0.05
1443043,0.001,,0.01
1443027,0.001,,0.01
1443011,0.001,,0.01
1442988,0.005,,0.015
1442965,0.001,,0.01
1442950,0.001,,0.01
1442928,0.01,,0.05
1442916,0.01,,0.05
1442906,0.005,,0.015
1442899,0.001,,0.01
1442868,0.01,,0.05
1442841,0.001,,0.01
1442833,0.001,,0.01
1442822,0.01,,0.05
1442813,0.01,,0.05
1442789,0.01,,0.05
1442782,0.005,,0.015
1442774,0.005,,0.015
1442756,0.001,,0.01
1442729,0.001,,0.01
1442714,0.01,,0.05
1442695,0.005,,0.015
1442659,0.001,,0.01
1442653,0.001,,0.01
1442644,0.001,,0.01
1442631,0.005,,0.015
1442609,0.001,,0.01
1442581,0.001,,0.01
1442574,0.001,,0.01
1442550,0.01,,0.05
1442535,0.001,,0.01
1442523,0.01,,0.05
1442498,0.01,,0.05
1442471,0.001,,0.01
1442459,0.001,,0.01
1442451,0.001,,0.01
1442434,0.01,,0.05
1442428,0.001,,0.01
1442417,0.01,,0.05
1442407,0.001,,0.01
1442401,0.001,,0.01
1442379,0.01,,0.05
